DB_Size,Query_ID,Labels,Retrieved_Count,P@5,R@5,nDCG@5,LabelMatch@5,P@10,R@10,nDCG@10,LabelMatch@10,P@20,R@20,nDCG@20,LabelMatch@20
10000,QUERY_32,"Fracture,Lung Opacity",25,0.7225,0.4246,0.7725,0.7025,0.7046,0.6156,0.7846,0.6846,0.6058,0.7258,0.7158,0.5858
10000,QUERY_33,No Finding,44,0.7084,0.4379,0.7584,0.6884,0.6232,0.5479,0.7032,0.6032,0.5184,0.6384,0.6284,0.4984
10000,QUERY_34,Pleural Effusion,24,0.711,0.4239,0.761,0.691,0.6901,0.6066,0.7701,0.6701,0.5831,0.7031,0.6931,0.5631
10000,QUERY_35,"Enlarged Cardiomediastinum,Pleural Effusion,Pleural Other",26,0.7018,0.4071,0.7518,0.6818,0.6483,0.561,0.7283,0.6283,0.6413,0.7613,0.7513,0.6213
10000,QUERY_36,Support Devices,36,0.6849,0.4179,0.7349,0.6649,0.612,0.5385,0.692,0.592,0.5346,0.6546,0.6446,0.5146
10000,QUERY_37,"Support Devices,No Finding,Pneumonia",32,0.7934,0.4859,0.8434,0.7734,0.7469,0.6531,0.8269,0.7269,0.6251,0.7451,0.7351,0.6051
10000,QUERY_38,"Pneumonia,Fracture,Enlarged Cardiomediastinum",18,0.8108,0.4878,0.8608,0.7908,0.776,0.6745,0.856,0.756,0.6595,0.7795,0.7695,0.6395
10000,QUERY_39,Lung Lesion,20,0.8462,0.5218,0.8962,0.8262,0.7636,0.6614,0.8436,0.7436,0.6972,0.8172,0.8072,0.6772
10000,QUERY_40,Enlarged Cardiomediastinum,44,0.7317,0.4365,0.7817,0.7117,0.6684,0.5808,0.7484,0.6484,0.5874,0.7074,0.6974,0.5674
10000,QUERY_41,"Fracture,Enlarged Cardiomediastinum",39,0.6963,0.4229,0.7463,0.6763,0.617,0.5403,0.697,0.597,0.5394,0.6594,0.6494,0.5194
10000,QUERY_42,"Consolidation,No Finding,Lung Lesion",39,0.7209,0.4431,0.7709,0.7009,0.636,0.5571,0.716,0.616,0.5845,0.7045,0.6945,0.5645
10000,QUERY_43,Atelectasis,43,0.729,0.4448,0.779,0.709,0.6217,0.5396,0.7017,0.6017,0.5738,0.6938,0.6838,0.5538
10000,QUERY_44,Lung Opacity,15,0.7578,0.4452,0.8078,0.7378,0.697,0.6007,0.777,0.677,0.6621,0.7821,0.7721,0.6421
10000,QUERY_45,"Pneumothorax,Edema",35,0.6925,0.4156,0.7425,0.6725,0.6617,0.5833,0.7417,0.6417,0.592,0.712,0.702,0.572
10000,QUERY_46,"Enlarged Cardiomediastinum,Consolidation,Edema",35,0.7211,0.4299,0.7711,0.7011,0.6363,0.5507,0.7163,0.6163,0.6451,0.7651,0.7551,0.6251
10000,QUERY_47,"Edema,Pneumonia",49,0.6841,0.4048,0.7341,0.6641,0.668,0.5883,0.748,0.648,0.5914,0.7114,0.7014,0.5714
10000,QUERY_48,"Lung Lesion,Atelectasis",17,0.7618,0.4647,0.8118,0.7418,0.672,0.5834,0.752,0.652,0.6338,0.7538,0.7438,0.6138
10000,QUERY_49,"Cardiomegaly,Pneumonia",37,0.72,0.4233,0.77,0.7,0.699,0.6106,0.779,0.679,0.6006,0.7206,0.7106,0.5806
